grupo_barrio,barrio,latitud,longitud,tipo_habitacion,precio,minimo_noches,cantidad_resenas,resenas_por_mes,cantidad_alojamientos_anfitrion,disponibilidad_anual
17.0,66.0,40.42473,-3.70206,4,65.0,30,5,0.32,272,340
13.0,60.0,40.40193,-3.69143,4,132.0,1,20,0.85,43,1
8.0,48.0,40.39386556356576,-3.6679637212420833,4,112.0,1,0,0.0,95,336
10.0,45.0,40.42747,-3.64971,4,158.0,2,37,1.52,1,352
9.0,24.0,40.43832097811555,-3.633437342941761,3,36.0,1,262,10.62,2,14
6.0,25.0,40.38836417837887,-3.73531736433506,3,39.0,7,0,0.0,2,263
17.0,76.0,40.41098,-3.71226,4,125.0,2,132,5.67,2,237
17.0,76.0,40.41034,-3.71206,4,141.0,2,149,6.45,2,228
17.0,66.0,40.42322,-3.7052,4,120.0,4,98,3.95,1,46
17.0,77.0,40.420411,-3.6982425,4,128.0,1,46,1.81,292,242
6.0,7.0,40.36645,-3.6878325,3,38.0,2,75,3.09,2,187
6.0,25.0,40.3849181,-3.7422913,4,125.0,1,19,0.75,1,112
6.0,32.0,40.38457,-3.69527,3,48.0,2,28,1.15,1,50
8.0,12.0,40.3873232,-3.6493535,3,26.0,2,0,0.0,1,259
17.0,61.0,40.4091,-3.69493,4,85.0,1,104,3.94,1,166
14.0,52.0,40.44905,-3.70621,3,32.0,5,58,2.22,1,79
3.0,26.0,40.40147894810352,-3.747536838054657,3,38.0,1,0,0.0,2,269
6.0,8.0,40.36920183071056,-3.7097455369900554,4,89.0,1,0,0.0,3,102
6.0,8.0,40.36959031130512,-3.7095459425802906,4,93.0,1,1,0.09,3,181
9.0,45.0,40.4437708,-3.5823827,4,93.0,1,187,7.15,2,266
17.0,79.0,40.41439,-3.70248,4,135.0,30,36,1.4,62,365
17.0,77.0,40.4209521,-3.6981038,4,120.0,1,36,1.38,3,10
17.0,61.0,40.41081155316906,-3.707063359446284,4,126.0,1,39,1.56,292,33
12.0,27.0,40.46187631556776,-3.6505616397539686,3,30.0,1,0,0.0,1,269
10.0,41.0,40.43498,-3.63804,3,23.0,2,21,0.8,1,12
18.0,83.0,40.43707939999999,-3.6840939,3,53.0,2,53,2.07,1,297
16.0,80.0,40.39896,-3.67212,4,116.0,2,112,4.4,51,329
1.0,13.0,40.40275,-3.59279,4,140.0,1,43,1.66,292,321
17.0,66.0,40.4223,-3.70328,3,41.0,1,144,5.46,4,171
13.0,72.0,40.386366,-3.6875486,4,138.0,1,0,0.0,2,250
11.0,70.0,40.42620375086461,-3.713786813775495,4,136.0,1,104,4.24,1,40
16.0,70.0,40.4208171,-3.6732293,3,28.0,30,6,0.27,9,243
16.0,70.0,40.4208171,-3.6732293,3,28.0,30,0,0.0,9,250
12.0,61.0,40.47920797075415,-3.648632963005052,4,150.0,1,11,0.5,5,353
17.0,79.0,40.4124108,-3.698611,4,135.0,2,130,4.92,3,73
16.0,70.0,40.42023349999999,-3.6763278,4,141.0,30,147,5.59,9,247
18.0,60.0,40.42636,-3.66245,4,111.0,3,76,3.06,1,243
17.0,79.0,40.41338072226335,-3.697451712178704,4,126.0,2,139,5.26,3,79
18.0,63.0,40.4344743,-3.6647203,4,115.0,30,0,0.0,407,67
18.0,63.0,40.43469299726554,-3.6658285103296686,4,105.0,30,0,0.0,407,302
18.0,63.0,40.43421672772876,-3.665597135175919,4,105.0,30,0,0.0,407,60
6.0,39.0,40.394913254002105,-3.730414959486661,4,129.0,4,12,0.46,46,81
13.0,55.0,40.40349224853646,-3.703774781151422,4,137.0,1,253,10.13,4,247
13.0,55.0,40.40197413341631,-3.70435146204896,4,137.0,1,279,11.06,4,237
13.0,55.0,40.40215915528297,-3.702299915487032,4,162.0,1,275,11.1,4,253
1.0,13.0,40.40124307943865,-3.600786712440936,3,35.0,2,92,3.55,1,60
3.0,29.0,40.41132,-3.73337,3,38.0,1,0,0.0,1,347
14.0,65.0,40.46188,-3.69722,4,69.0,15,11,0.5,14,271
17.0,61.0,40.40883595130055,-3.7019944771990407,4,84.0,30,0,0.0,1,64
9.0,32.0,40.42848271001567,-3.622057605887334,3,43.0,1,14,0.54,2,257
17.0,77.0,40.41956547900702,-3.697469301049801,4,122.0,1,28,1.1,3,202
17.0,79.0,40.41358398292902,-3.699449780555197,4,114.0,28,25,0.96,93,347
3.0,29.0,40.4091204,-3.7376067,4,94.0,30,8,0.33,1,177
9.0,24.0,40.43812,-3.63439,3,59.0,1,150,5.85,2,34
15.0,69.0,40.43570438411442,-3.6988291946724687,3,50.0,1,108,4.19,1,132
14.0,52.0,40.45287632713123,-3.704782384161637,4,137.0,1,8,0.51,1,34
14.0,63.0,40.4502,-3.70049,4,139.0,21,94,3.63,1,348
16.0,51.0,40.4046783,-3.6766051,3,90.0,1,5,0.21,1,268
17.0,77.0,40.4237672137827,-3.69676046321573,4,125.0,4,54,2.09,2,26
17.0,66.0,40.42495,-3.70492,4,100.0,1,40,1.64,5,116
8.0,12.0,40.384126329131696,-3.647150663864672,3,38.0,1,7,0.29,2,259
14.0,63.0,40.4554702,-3.6962144,4,124.0,1,42,1.63,120,328
14.0,63.0,40.4554702,-3.6962144,4,124.0,1,34,1.31,120,351
14.0,63.0,40.4554702,-3.6962144,4,131.0,1,61,2.36,120,355
14.0,63.0,40.4554702,-3.6962144,4,146.0,1,92,3.57,120,350
14.0,63.0,40.4554702,-3.6962144,4,134.0,1,29,1.12,120,353
14.0,63.0,40.45544724,-3.696257986,4,133.0,1,51,2.02,120,346
9.0,32.0,40.42849558490487,-3.621617668092548,3,50.0,1,29,1.2,2,265
18.0,83.0,40.4371,-3.68264,4,71.0,1,31,1.44,5,235
17.0,61.0,40.40815029917819,-3.7062309679550713,4,80.0,2,181,7.61,1,2
18.0,63.0,40.43555,-3.6669,4,159.0,10,37,1.63,1,67
17.0,66.0,40.42741,-3.70246,4,161.0,1,13,0.55,1,285
6.0,20.0,40.3798,-3.70818,3,34.0,1,0,0.0,1,364
18.0,63.0,40.43339,-3.66356,4,93.0,1,1,0.56,407,330
18.0,63.0,40.4355,-3.66515,4,105.0,1,0,0.0,407,322
18.0,63.0,40.43487831889468,-3.665795344395157,4,97.0,30,1,1.0,407,199
18.0,63.0,40.43363,-3.66522,4,103.0,30,0,0.0,407,72
18.0,63.0,40.43372782456274,-3.6640944455874287,4,105.0,30,1,1.0,407,322
18.0,63.0,40.4349461709946,-3.66353070238841,4,105.0,30,0,0.0,407,334
17.0,77.0,40.4201233,-3.6981742,4,123.0,1,249,9.5,2,22
18.0,63.0,40.433643146824565,-3.665160268666453,4,105.0,1,1,0.49,407,269
18.0,63.0,40.43418302198915,-3.6635805924669937,4,105.0,30,0,0.0,407,223
14.0,52.0,40.45046295346768,-3.7048364636846634,4,163.0,1,51,2.01,334,319
18.0,63.0,40.43406420305298,-3.665816013592365,4,99.0,1,0,0.0,407,314
18.0,63.0,40.43567184889821,-3.665573863151906,4,95.0,1,0,0.0,407,311
10.0,45.0,40.4758283,-3.7295972,3,51.0,1,3,0.14,28,343
10.0,45.0,40.4758283,-3.7295972,3,53.0,1,10,0.42,28,341
10.0,45.0,40.43136486616866,-3.653565411639399,4,159.0,1,67,2.76,22,115
16.0,70.0,40.41775,-3.67584,4,93.0,30,2,0.1,272,364
17.0,61.0,40.40925,-3.70322,4,68.0,30,4,0.17,2,223
17.0,66.0,40.42058,-3.7025,4,112.0,2,131,5.03,141,244
17.0,66.0,40.4229706,-3.7077168,3,128.0,1,150,5.95,2,85
18.0,63.0,40.43329257299642,-3.665092689905514,4,112.0,1,0,0.0,407,329
18.0,63.0,40.43555,-3.66398,4,124.0,30,0,0.0,407,164
18.0,63.0,40.433578187901965,-3.6651055630508074,4,105.0,30,0,0.0,407,301
17.0,66.0,40.42068273513241,-3.7047320101305408,4,109.0,2,141,5.4,141,252
17.0,80.0,40.4157572,-3.7021229,4,148.0,3,96,3.7,5,243
17.0,66.0,40.4250197,-3.7051589,4,81.0,3,107,4.09,1,264
14.0,65.0,40.45992360288599,-3.6967877019146647,4,87.0,1,55,2.12,292,285
18.0,63.0,40.429305729139024,-3.667516303229853,4,72.0,30,0,0.0,272,365
17.0,79.0,40.41323228668785,-3.6971234860759794,4,137.0,1,20,0.8,2,312
6.0,28.0,40.38965255706856,-3.704635629066264,4,100.0,1,19,0.79,1,326
17.0,61.0,40.40986528606149,-3.704499793238299,4,120.0,1,8,0.33,1,276
17.0,77.0,40.42025072527473,-3.7002892897115007,4,121.0,1,25,1.43,1,268
15.0,39.0,40.4376,-3.71653,4,83.0,30,0,0.0,272,76
17.0,61.0,40.40973013507428,-3.702550523381406,4,143.0,1,4,0.32,407,22
17.0,61.0,40.40774431121491,-3.701111043504985,4,121.0,30,0,0.0,407,318
17.0,61.0,40.40750062610665,-3.701424079448676,4,148.0,30,3,0.21,407,72
17.0,61.0,40.40794638546336,-3.702670667448794,4,104.0,1,1,0.18,407,86
17.0,61.0,40.4086739,-3.7017783,4,98.0,1,1,0.38,407,274
17.0,61.0,40.40846136312921,-3.702777228151745,4,102.0,30,0,0.0,407,332
17.0,61.0,40.40974,-3.70242,4,91.0,30,3,0.18,407,222
17.0,61.0,40.40896,-3.70089,4,122.0,30,2,0.22,407,317
17.0,61.0,40.4086739,-3.7017783,4,122.0,30,0,0.0,407,347
13.0,55.0,40.40050887192307,-3.700093690905221,4,161.0,2,198,7.72,4,141
17.0,61.0,40.41188,-3.69876,3,34.0,30,0,0.0,272,365
17.0,76.0,40.41259,-3.70832,4,88.0,1,115,4.54,141,277
17.0,61.0,40.41093,-3.69878,3,70.0,30,0,0.0,272,14
10.0,36.0,40.493595857605904,-3.688493238930615,4,69.0,30,0,0.0,100,349
17.0,77.0,40.42041015625,-3.6982429027557,4,104.0,1,4,0.16,292,219
9.0,45.0,40.444578999151055,-3.5832414495550786,4,69.0,30,0,0.0,100,227
17.0,77.0,40.42692751092998,-3.69963112892967,4,143.0,1,0,0.0,407,316
17.0,77.0,40.42709,-3.7015,4,143.0,30,0,0.0,407,13
17.0,77.0,40.42717619065089,-3.701415243733595,4,146.0,30,0,0.0,407,252
17.0,66.0,40.42566538576661,-3.7017555506104474,4,153.0,1,0,0.0,407,334
17.0,66.0,40.42570896896741,-3.701254143862365,4,143.0,1,0,0.0,407,102
17.0,66.0,40.425498829756975,-3.701091145816495,4,157.0,30,0,0.0,407,66
18.0,73.0,40.42737,-3.67786,4,116.0,1,50,1.94,1,293
18.0,63.0,40.43139,-3.66534,4,143.0,1,122,4.88,25,92
18.0,63.0,40.43668029432545,-3.6756363269968464,4,110.0,1,0,0.0,407,331
18.0,63.0,40.43701957543337,-3.675242869210949,4,112.0,1,0,0.0,407,86
16.0,73.0,40.40929489985557,-3.681716263883677,4,110.0,2,45,1.83,1,64
9.0,43.0,40.42690173726282,-3.610528430688476,4,133.0,1,11,0.46,1,282
2.0,49.0,40.406340039248775,-3.637576273716352,4,80.0,2,69,2.83,2,67
2.0,49.0,40.40588,-3.63756,4,85.0,2,71,2.87,2,74
18.0,63.0,40.43731666794532,-3.665793130450703,4,103.0,30,12,0.48,1,306
10.0,41.0,40.42622,-3.63512,4,97.0,1,89,3.64,6,80
13.0,46.0,40.39508879787725,-3.6929761526621263,4,112.0,1,55,2.17,3,252
13.0,46.0,40.39516417126844,-3.694022893530184,4,120.0,1,26,1.02,3,239
17.0,66.0,40.42208377673919,-3.702435538679315,4,115.0,10,18,0.72,15,138
15.0,69.0,40.43788,-3.69877,4,106.0,1,13,0.52,181,309
10.0,41.0,40.42411,-3.63489,4,102.0,1,108,4.27,6,57
10.0,41.0,40.4287228,-3.6367253,4,50.0,2,148,5.81,1,263
16.0,84.0,40.466615648339896,-3.683441125519261,4,85.0,2,46,1.87,1,331
18.0,60.0,40.42369,-3.66718,4,129.0,1,27,1.1,181,310
5.0,3.0,40.35451408848951,-3.697198833869599,3,28.0,1,0,0.0,1,362
18.0,63.0,40.43277,-3.67177,3,64.0,3,38,1.55,1,75
17.0,79.0,40.41319249842003,-3.6972360033724394,4,83.0,30,0,0.0,272,106
17.0,66.0,40.42868,-3.70747,4,97.0,1,48,1.92,292,289
3.0,29.0,40.4099324,-3.7359367,3,27.0,7,22,1.01,4,62
17.0,77.0,40.42063599999999,-3.7007618,4,150.0,2,159,6.69,9,224
18.0,73.0,40.42619,-3.67791,4,112.0,1,0,0.0,407,261
16.0,59.0,40.44444316198344,-3.676886593103079,4,105.0,15,8,0.35,1,347
9.0,24.0,40.43993210139988,-3.623285166281902,4,111.0,2,24,1.09,2,52
6.0,39.0,40.39416749999999,-3.7391165,4,149.0,2,67,2.61,4,339
17.0,79.0,40.4159034,-3.6955958,4,68.0,3,111,4.36,18,290
8.0,37.0,40.3917983693174,-3.658832004680045,4,74.0,1,0,0.0,95,272
17.0,61.0,40.40784966258128,-3.700637973025551,3,33.0,1,0,0.0,2,344
17.0,66.0,40.42431073916344,-3.70289293625856,4,80.0,3,39,5.15,1,23
16.0,66.0,40.43986,-3.67681,4,125.0,1,42,1.81,3,311
17.0,79.0,40.41511253999882,-3.701460013176909,4,164.0,2,102,3.95,5,240
17.0,61.0,40.40943306126438,-3.708868110518943,3,41.0,3,41,2.62,1,43
6.0,42.0,40.395277072151465,-3.710080960413119,3,24.0,1,0,0.0,1,220
12.0,61.0,40.47137,-3.64995,3,33.0,1,106,4.27,1,289
13.0,60.0,40.40126967080729,-3.692449869311529,4,111.0,2,220,8.78,3,290
15.0,64.0,40.42821553454377,-3.696295870602532,4,102.0,4,39,1.62,30,20
17.0,61.0,40.40694,-3.69653,4,56.0,30,0,0.0,100,288
12.0,27.0,40.4642787,-3.649709699999999,3,36.0,25,0,0.0,14,130
17.0,66.0,40.42359,-3.70534,4,80.0,30,12,0.48,12,87
18.0,83.0,40.4331525,-3.6820209,4,96.0,14,6,0.24,61,285
14.0,57.0,40.46849,-3.70295,4,134.0,30,3,0.21,407,338
14.0,57.0,40.46842,-3.70186,4,124.0,1,1,0.11,407,285
14.0,57.0,40.4674266357984,-3.70110407768405,4,134.0,30,1,0.3,407,357
14.0,57.0,40.46871000278127,-3.700799966464431,4,110.0,30,2,0.08,407,352
14.0,57.0,40.46678,-3.70285,4,134.0,30,0,0.0,407,353
14.0,57.0,40.46915946070443,-3.702639330632032,4,122.0,1,1,0.46,407,271
14.0,57.0,40.46810763623026,-3.7027413982898256,4,134.0,30,0,0.0,407,331
17.0,61.0,40.41155,-3.70044,3,84.0,1,164,6.32,5,191
17.0,61.0,40.4072396,-3.7039703,3,61.0,4,84,3.41,1,37
6.0,25.0,40.38441250696248,-3.744861797045608,3,80.0,1,0,0.0,1,269
14.0,57.0,40.46788246410535,-3.7011284058199454,4,128.0,30,1,0.36,407,246
14.0,57.0,40.4674,-3.70213,4,132.0,30,0,0.0,407,97
14.0,57.0,40.46782981117914,-3.702930799605439,4,134.0,1,4,0.2,407,322
14.0,57.0,40.4682,-3.70306,4,117.0,30,1,0.19,407,349
14.0,57.0,40.46748598043425,-3.701160573371069,4,116.0,30,0,0.0,407,16
14.0,57.0,40.4692780499651,-3.7010763309204906,4,124.0,30,0,0.0,407,347
14.0,57.0,40.46942385103625,-3.701064427005397,4,159.0,30,0,0.0,407,364
17.0,76.0,40.416725107614845,-3.7114618012104974,4,146.0,30,0,0.0,407,255
17.0,76.0,40.41482526583561,-3.7109827140717258,4,143.0,1,0,0.0,407,338
13.0,60.0,40.40285,-3.69681,4,97.0,1,94,3.67,292,220
17.0,80.0,40.4164197,-3.7052392,4,92.0,3,33,1.33,2,60
17.0,66.0,40.42388,-3.70666,4,114.0,2,5,0.22,20,320
17.0,66.0,40.4244661,-3.7033837,4,79.0,2,170,6.56,3,216
5.0,35.0,40.35152009999999,-3.6893249,3,36.0,1,0,0.0,1,354
18.0,60.0,40.42359,-3.66502,3,75.0,3,8,0.83,2,365
8.0,48.0,40.39457488674828,-3.666097716018803,4,92.0,4,5,0.26,46,43
17.0,79.0,40.4121117,-3.693976799999999,4,149.0,1,100,3.91,292,345
16.0,84.0,40.46722,-3.67806,4,129.0,1,86,3.51,3,2
18.0,73.0,40.42349831920421,-3.674926538199606,4,160.0,7,18,0.75,5,101
11.0,34.0,40.47047999999999,-3.8228075,3,81.0,1,92,3.75,13,246
6.0,42.0,40.393300238007946,-3.708374157042063,4,82.0,1,38,1.5,292,309
6.0,8.0,40.36825081258087,-3.706904053688049,3,43.0,3,69,2.76,5,40
17.0,61.0,40.409288,-3.709144,4,132.0,14,14,0.61,61,355
17.0,61.0,40.409288,-3.709144,4,145.0,14,12,0.5,61,355
17.0,61.0,40.409288,-3.709144,4,112.0,1,11,0.44,61,325
17.0,61.0,40.409288,-3.709144,4,143.0,14,22,0.9,61,355
17.0,61.0,40.409288,-3.709144,4,143.0,14,2,0.14,61,355
17.0,61.0,40.409288,-3.709144,4,164.0,14,1,0.54,61,336
10.0,61.0,40.44020554485444,-3.6444513385587856,4,105.0,1,26,1.03,1,228
17.0,77.0,40.4250963,-3.691769,4,147.0,3,55,2.22,9,158
14.0,65.0,40.457060758100894,-3.696583973137112,4,113.0,4,51,2.02,6,226
17.0,61.0,40.4110836320046,-3.698838322919308,4,96.0,1,22,0.9,181,299
12.0,54.0,40.48616025148698,-3.66628355804486,4,90.0,2,65,2.67,1,16
16.0,64.0,40.45829,-3.68878,3,75.0,1,110,4.41,2,2
17.0,76.0,40.412788609323606,-3.709771435758348,4,113.0,1,183,7.44,1,108
8.0,48.0,40.3951034,-3.6660663,4,75.0,4,29,1.18,43,240
17.0,61.0,40.40903439290175,-3.698912265662704,3,50.0,5,74,2.98,3,173
11.0,70.0,40.4212305,-3.7160133,4,55.0,30,4,0.32,1,309
5.0,3.0,40.3541168,-3.7030889,3,36.0,1,0,0.0,1,360
10.0,41.0,40.43427,-3.64138,4,111.0,1,16,0.64,334,330
17.0,61.0,40.40711,-3.70842,4,136.0,28,27,1.06,93,192
11.0,34.0,40.47047999999999,-3.8228075,3,75.0,1,25,1.01,13,257
11.0,34.0,40.47047999999999,-3.8228075,3,69.0,1,65,2.95,13,252
11.0,34.0,40.47047999999999,-3.8228075,3,62.0,1,73,3.26,13,252
11.0,34.0,40.47047999999999,-3.8228075,3,87.0,1,139,5.65,13,251
17.0,80.0,40.41874935989917,-3.7076797686916314,4,94.0,1,68,2.77,1,259
17.0,61.0,40.41038699069256,-3.70232317596674,4,143.0,2,73,2.97,2,2
17.0,77.0,40.4205958,-3.6986786,3,61.0,1,227,9.27,53,19
17.0,79.0,40.41222223222172,-3.698682568515858,3,53.0,2,62,2.44,1,7
15.0,69.0,40.43701183941464,-3.697780281721527,4,120.0,1,43,1.72,22,308
17.0,61.0,40.4075198,-3.6974071,4,72.0,10,34,1.35,22,208
17.0,61.0,40.40686939949597,-3.6964470824532873,4,81.0,10,28,1.15,22,319
6.0,45.0,40.3900207,-3.7221496,4,78.0,2,72,3.02,1,9
17.0,61.0,40.41286,-3.70549,4,101.0,1,22,0.92,95,287
9.0,5.0,40.4224,-3.61748,4,95.0,1,248,9.85,3,310
6.0,20.0,40.38453860516056,-3.708238018952273,4,93.0,1,2,2.0,77,227
17.0,79.0,40.4164,-3.69922,4,125.0,1,99,3.88,26,148
15.0,39.0,40.43635707438913,-3.712279461311969,3,62.0,2,67,2.64,1,250
17.0,66.0,40.4264069,-3.7117032,3,75.0,1,50,2.06,3,342
14.0,50.0,40.45860987377254,-3.703135622375246,4,72.0,1,6,0.25,77,340
14.0,63.0,40.44862,-3.70364,4,162.0,7,23,0.93,7,254
8.0,41.0,40.3961616,-3.6625931,3,32.0,1,37,1.45,1,130
17.0,66.0,40.42679447535126,-3.711767584644055,4,152.0,2,16,0.63,1,205
9.0,45.0,40.4429556,-3.5843227,4,148.0,1,17,0.7,1,333
10.0,35.0,40.44383731135361,-3.6475313339471938,4,88.0,2,190,7.49,1,313
6.0,25.0,40.38762,-3.73398,4,108.0,2,211,8.27,2,114
17.0,80.0,40.41679524495579,-3.707181824429021,4,115.0,1,0,0.0,95,176
6.0,42.0,40.39298,-3.71275,4,50.0,1,139,5.44,5,176
10.0,36.0,40.4918,-3.69616,3,32.0,1,0,0.0,1,264
18.0,63.0,40.434864471946845,-3.669470146186014,3,64.0,1,0,0.0,2,356
17.0,66.0,40.42161,-3.70322,4,162.0,1,10,0.41,1,332
17.0,76.0,40.40885988963762,-3.713348117770165,4,94.0,1,101,4.08,141,298
17.0,66.0,40.421896688325695,-3.705650328468771,3,33.0,1,165,7.25,19,283
10.0,41.0,40.42777626412023,-3.633962230401597,3,42.0,2,92,3.61,1,231
10.0,41.0,40.4342745,-3.6404874,4,76.0,3,58,2.3,1,23
16.0,84.0,40.46269764344264,-3.6870788906893694,4,137.0,1,12,0.49,55,292
16.0,84.0,40.46142,-3.68857,4,153.0,1,12,0.49,55,335
17.0,61.0,40.40920825655409,-3.704093865416547,4,90.0,30,17,0.67,1,268
9.0,45.0,40.44850479999999,-3.5762684,3,45.0,1,50,2.09,1,14
14.0,63.0,40.45675,-3.70104,4,89.0,1,51,2.06,181,316
17.0,61.0,40.4088684112671,-3.705663456547478,4,129.0,1,40,1.64,2,342
8.0,37.0,40.38814164918436,-3.6572073689891154,4,92.0,3,83,3.35,2,248
14.0,65.0,40.45987281511234,-3.693787881640357,4,94.0,30,1,0.12,407,255
14.0,57.0,40.47021375242716,-3.702618812606058,3,64.0,1,0,0.0,1,269
15.0,64.0,40.43243,-3.70089,3,34.0,26,24,0.97,25,11
17.0,61.0,40.41179,-3.70216,4,155.0,1,21,0.88,1,285
17.0,61.0,40.41283022135681,-3.701678859014875,3,160.0,2,103,4.13,1,136
6.0,25.0,40.3791157,-3.7530909,3,39.0,1,27,1.14,1,256
16.0,59.0,40.4464,-3.67416,4,86.0,1,30,1.2,1,316
17.0,61.0,40.40878,-3.7002,4,66.0,4,71,2.89,2,175
17.0,77.0,40.422554987891175,-3.696285361376961,3,70.0,1,1,0.09,10,260
6.0,58.0,40.38242926027253,-3.7113253870830167,3,61.0,1,30,1.26,1,342
17.0,66.0,40.42549,-3.70382,3,35.0,1,0,0.0,1,226
17.0,76.0,40.41228,-3.71597,4,127.0,14,42,1.76,1,1
7.0,33.0,40.35746,-3.59406,4,158.0,4,59,2.52,2,225
13.0,60.0,40.4041749,-3.691144684655756,4,103.0,1,62,2.55,2,259
17.0,77.0,40.42312,-3.69716,3,160.0,1,1,0.13,10,251
17.0,77.0,40.42177416048563,-3.6973656159857287,4,104.0,2,55,2.22,3,72
9.0,43.0,40.42500541136163,-3.599705277190083,3,78.0,1,16,0.66,4,101
13.0,60.0,40.40218934430491,-3.6936738908379554,4,111.0,2,44,1.79,1,1
17.0,61.0,40.40956,-3.70111,4,62.0,30,0,0.0,272,270
5.0,44.0,40.3334364,-3.7027812,4,76.0,3,6,0.25,19,55
17.0,66.0,40.42466351404855,-3.705416515649091,4,137.0,3,17,0.71,1,22
17.0,66.0,40.427838107544176,-3.704050581152076,4,137.0,7,14,0.58,75,144
18.0,63.0,40.4379194,-3.673911,4,135.0,3,91,3.64,1,77
17.0,76.0,40.41161,-3.71083,4,115.0,3,9,0.37,75,117
17.0,77.0,40.42310209461753,-3.700384944677353,4,152.0,3,108,4.43,1,290
3.0,29.0,40.41323894864692,-3.723627109311553,4,91.0,1,2,0.18,77,257
18.0,73.0,40.421739401722746,-3.673186613732675,4,159.0,2,101,4.08,1,125
17.0,80.0,40.41977,-3.70346,3,72.0,2,48,1.88,4,346
15.0,39.0,40.43263,-3.71474,4,98.0,1,33,1.3,15,353
6.0,39.0,40.39345708873588,-3.7259367459112345,4,99.0,25,19,0.85,1,350
9.0,24.0,40.42989259348496,-3.625777319280525,3,31.0,2,12,1.48,2,47
11.0,15.0,40.4640989,-3.718877,4,137.0,10,9,0.38,2,329
8.0,48.0,40.39321,-3.6653,4,132.0,1,69,2.76,28,171
18.0,73.0,40.42569522984785,-3.678556013967519,4,77.0,1,11,0.46,292,262
17.0,77.0,40.4218068502708,-3.698791143698155,4,114.0,1,49,2.0,292,306
3.0,29.0,40.40897,-3.72912,4,92.0,3,74,2.97,4,137
17.0,80.0,40.41814,-3.7069,4,143.0,2,0,0.0,1,3
9.0,4.0,40.4244,-3.62702,4,160.0,4,50,2.14,6,304
12.0,27.0,40.46439,-3.64557,3,40.0,1,0,0.0,1,269
8.0,37.0,40.38378870373398,-3.663340468853139,3,28.0,1,39,1.64,1,40
17.0,61.0,40.4077316,-3.704347099999999,4,85.0,1,95,3.78,1,127
17.0,61.0,40.4074713606776,-3.7012628089509225,4,89.0,1,5,0.2,2,40
3.0,12.0,40.3906523,-3.757436099999999,4,84.0,1,80,3.35,1,218
17.0,80.0,40.41664,-3.7068,3,70.0,30,5,0.21,19,138
17.0,80.0,40.41703,-3.70646,3,55.0,30,2,0.18,19,34
17.0,80.0,40.41819,-3.70827,3,56.0,30,0,0.0,19,150
17.0,80.0,40.41835,-3.70678,3,46.0,30,4,0.25,19,157
17.0,80.0,40.4171535685439,-3.708606941545175,3,42.0,30,0,0.0,19,315
17.0,80.0,40.41665438070539,-3.7079844099268935,3,70.0,30,3,0.13,19,158
18.0,63.0,40.431842054180485,-3.668179820943436,4,92.0,1,25,1.04,1,225
17.0,66.0,40.42759762553577,-3.705221907225007,4,71.0,28,32,1.34,1,319
3.0,12.0,40.38869269901782,-3.755720409239129,4,89.0,2,36,1.97,2,53
16.0,80.0,40.399273119029225,-3.670810520989192,4,104.0,2,219,8.73,4,124
9.0,24.0,40.43711498982735,-3.634506538510323,4,61.0,13,28,1.13,1,170
17.0,80.0,40.41621,-3.7074,3,85.0,2,74,2.98,1,17
1.0,13.0,40.40180741555088,-3.6021717631550096,3,40.0,7,7,0.35,3,227
17.0,61.0,40.41121,-3.70104,4,147.0,3,6,0.27,29,297
17.0,61.0,40.407958877885406,-3.706593421833007,3,72.0,3,0,0.0,1,263
10.0,44.0,40.50350985973489,-3.7021627002505975,4,77.0,2,46,1.93,2,163
6.0,42.0,40.39417,-3.7099,4,41.0,2,97,4.32,3,159
8.0,48.0,40.39608299300669,-3.667850400520965,4,73.0,3,41,1.69,2,341
17.0,79.0,40.41499846078152,-3.7006591658864014,4,155.0,1,37,1.63,334,315
6.0,45.0,40.38830435608822,-3.721868293115967,4,126.0,1,18,0.74,1,51
16.0,66.0,40.4389264587436,-3.674564576196282,4,67.0,2,37,1.56,7,246
14.0,63.0,40.45099048543574,-3.694066594871912,3,78.0,1,42,1.73,1,41
15.0,66.0,40.4301113,-3.7105092,3,46.0,1,40,1.66,2,334
17.0,61.0,40.40901,-3.70388,4,143.0,1,16,0.64,1,90
8.0,41.0,40.39658414780135,-3.664018358696336,4,61.0,2,107,4.32,4,58
14.0,57.0,40.46389234759603,-3.701864230271445,4,126.0,30,2,0.16,272,269
17.0,66.0,40.422867993187246,-3.706458683213912,4,143.0,3,26,1.05,24,46
6.0,8.0,40.36759,-3.71452,4,88.0,3,64,2.61,2,244
6.0,8.0,40.36749,-3.71512,4,86.0,3,57,2.33,2,243
8.0,48.0,40.39671296445713,-3.667690355664219,4,162.0,3,6,0.33,29,288
16.0,51.0,40.40505364317068,-3.674106653909389,3,35.0,1,11,0.75,18,243
16.0,70.0,40.41794,-3.67194,3,36.0,30,213,8.58,4,90
17.0,66.0,40.42630217338598,-3.707817627379805,4,155.0,18,19,0.85,13,230
18.0,63.0,40.4351,-3.66831,4,132.0,1,9,0.45,6,316
17.0,61.0,40.4104806,-3.7054112,3,76.0,2,109,4.58,2,305
17.0,76.0,40.41636507910656,-3.711174702827973,4,144.0,1,4,0.17,21,342
8.0,10.0,40.3844174,-3.6720886,3,37.0,1,3,0.12,1,251
17.0,79.0,40.41170162147834,-3.694781113052255,3,46.0,7,10,0.41,2,56
